{'id': 'AVD-2021-25745', '漏洞名称': 'Linux ingress-nginx 安全漏洞（CVE-2021-25745）', '漏洞类型': '未定义', '披露时间': '2022-04-26', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2938', '漏洞名称': 'Linux Kernel 2.6.18 Xen Hypervisior 拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-10-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2653', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-362', '披露时间': '2010-10-06', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3442', '漏洞名称': 'Linux kernel &lt;2.6.36-rc5-next-20100929 snd_ctl_new()函数整数溢出漏洞', '漏洞类型': 'CWE-190', '披露时间': '2010-10-05', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3437', '漏洞名称': 'Linux Kernel &lt; 2.6.36-rc6 (RedHat / Ubuntu 10.04) - &#39;pktcdvd&#39; Kernel 内存泄漏漏洞(PoC)', '漏洞类型': 'CWE-476', '披露时间': '2010-10-05', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3298', '漏洞名称': 'Linux Kernel &#39;TIOCGICOUNT&#39;信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-10-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3297', '漏洞名称': 'Linux Kernel &#39;EQL_GETMASTRCFG&#39;信息泄露漏洞', '漏洞类型': 'CWE-909', '披露时间': '2010-10-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3296', '漏洞名称': 'Linux Kernel &#39;CHELSIO_GET_QSET_NUM&#39;信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-10-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3079', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-476', '披露时间': '2010-10-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2538', '漏洞名称': 'linux_kernel 信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-10-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2537', '漏洞名称': 'Linux Kernel Btrfs Overwrite Append-Only文件本地安全绕过漏洞', '漏洞类型': '未定义', '披露时间': '2010-10-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3310', '漏洞名称': 'linux_kernel 内存破坏拒绝服务漏洞', '漏洞类型': 'CWE-189', '披露时间': '2010-09-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3084', '漏洞名称': 'linux_kernel 缓冲区溢出拒绝服务漏洞', '漏洞类型': 'CWE-119', '披露时间': '2010-09-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2946', '漏洞名称': 'linux_kernel 安全绕过漏洞', '漏洞类型': 'CWE-20', '披露时间': '2010-09-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2478', '漏洞名称': 'linux_kernel 缓冲区溢出拒绝服务漏洞', '漏洞类型': 'CWE-190', '披露时间': '2010-09-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3081', '漏洞名称': 'Linux Kernel 2.6.27 &lt; 2.6.36 (RedHat x86-64) - &#39;compat&#39; 权限提升漏洞', '漏洞类型': 'CWE-119', '披露时间': '2010-09-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3301', '漏洞名称': 'Linux Kernel &lt; 2.6.36-rc4-git2 (x86-64) - &#39;ia32syscall&#39; Emulation 权限提升漏洞', '漏洞类型': 'CWE-269', '披露时间': '2010-09-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3477', '漏洞名称': 'Linux Kernel &#39;net/sched/act_police.c&#39;文件内存本地信息泄露漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-09-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3080', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-415', '披露时间': '2010-09-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3078', '漏洞名称': 'Linux Kernel &#39;XFS_IOC_FSGETXATTR&#39;敏感信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-09-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3067', '漏洞名称': 'Linux kernel &lt;2.6.36-rc4-next-20100915 拒绝服务漏洞', '漏洞类型': 'CWE-190', '披露时间': '2010-09-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3278', '漏洞名称': 'Novell SUSE Linux Client novfs模块多个缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '2010-09-11', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2960', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-476', '披露时间': '2010-09-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2959', '漏洞名称': 'Linux Kernel &lt; 2.6.36-rc1 (Ubuntu 10.04 / 2.6.32) - CAN BCM Privilege Escalation', '漏洞类型': 'CWE-190', '披露时间': '2010-09-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2955', '漏洞名称': 'Linux kernel &#39;cfg80211_wext_giwessid&#39;函数程序设计漏洞', '漏洞类型': 'CWE-193', '披露时间': '2010-09-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2803', '漏洞名称': 'Linux kenerl &#39;drm_ioctl&#39;函数信息泄露漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-09-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2798', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-476', '披露时间': '2010-09-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2524', '漏洞名称': 'linux_kernel 欺骗漏洞', '漏洞类型': '未定义', '披露时间': '2010-09-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2495', '漏洞名称': 'Linux Kernel 2.6.16.9 pppol2tp_xmit 拒绝服务漏洞', '漏洞类型': 'CWE-476', '披露时间': '2010-09-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2492', '漏洞名称': 'linux_kernel 缓冲区溢出拒绝服务权限提升漏洞', '漏洞类型': 'CWE-120', '披露时间': '2010-09-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4895', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-362', '披露时间': '2010-09-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2521', '漏洞名称': 'linux_kernel 缓冲区溢出拒绝服务代码执行漏洞', '漏洞类型': 'CWE-119', '披露时间': '2010-09-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2248', '漏洞名称': 'Linux Kernel 2.6.23 拒绝服务漏洞', '漏洞类型': 'CWE-20', '披露时间': '2010-09-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2954', '漏洞名称': 'Linux kernel &lt;2.6.36-rc3-next-20100901 irda_bind()对象清除空指针引用漏洞', '漏洞类型': 'CWE-476', '披露时间': '2010-09-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2240', '漏洞名称': 'linux_kernel 代码执行漏洞', '漏洞类型': 'CWE-94', '披露时间': '2010-09-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1507', '漏洞名称': 'suse_linux 欺骗漏洞', '漏洞类型': '未定义', '披露时间': '2010-09-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-3015', '漏洞名称': 'Linux Kernel &lt;2.6.34 ext4_ext_get_blocks 函数整数溢出漏洞', '漏洞类型': 'CWE-189', '披露时间': '2010-08-21', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2990', '漏洞名称': 'online_plug-in_for_mac_for_xenapp_&amp;_xendesktop,receiver_for_windows_mobile,ica_client_for_solaris,online_plug-in_for_windows_for_xenapp_&amp;_xendesktop,ica_client_for_linux 代码执行漏洞', '漏洞类型': 'CWE-119', '披露时间': '2010-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2216', '漏洞名称': 'flash_player,flash_player_for_linux,adobe_air 内存破坏拒绝服务代码执行漏洞', '漏洞类型': 'CWE-94', '披露时间': '2010-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2214', '漏洞名称': 'flash_player,flash_player_for_linux,adobe_air 内存破坏拒绝服务代码执行漏洞', '漏洞类型': 'CWE-94', '披露时间': '2010-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2213', '漏洞名称': 'flash_player,flash_player_for_linux,adobe_air 内存破坏拒绝服务代码执行漏洞', '漏洞类型': 'CWE-94', '披露时间': '2010-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0209', '漏洞名称': 'flash_player,flash_player_for_linux,adobe_air 内存破坏拒绝服务代码执行漏洞', '漏洞类型': 'CWE-94', '披露时间': '2010-08-12', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0834', '漏洞名称': 'ubuntu Linux 9.10/10.04 身份验证不当漏洞', '漏洞类型': 'CWE-287', '披露时间': '2010-08-11', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0832', '漏洞名称': 'Linux PAM 1.1.0 (Ubuntu 9.10/10.04) - MOTD File Tampering Privilege Escalation (2)', '漏洞类型': 'CWE-59', '披露时间': '2010-07-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2598', '漏洞名称': 'enterprise_linux 拒绝服务漏洞', '漏洞类型': 'CWE-20', '披露时间': '2010-07-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2063', '漏洞名称': 'Samba 3.3.12 (Linux x86) - &#39;chain_reply&#39; Memory Corruption (Metasploit)', '漏洞类型': 'CWE-119', '披露时间': '2010-06-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2071', '漏洞名称': 'Linux kernel 2.6.34 btrfs模块函数权限许可和访问控制漏洞', '漏洞类型': 'CWE-264', '披露时间': '2010-06-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-2070', '漏洞名称': 'Linux Kernel 2.6.18 xen模块拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2010-06-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1636', '漏洞名称': 'Linux Kernel 2.6.x - Btrfs Cloned File Security Bypass', '漏洞类型': 'CWE-200', '披露时间': '2010-06-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1643', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2010-06-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2008-7256', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2010-06-04', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1641', '漏洞名称': 'Linux kernel &lt;=2.6.34-git10 GFS2文件属性缺少所有权检查漏洞', '漏洞类型': 'CWE-264', '披露时间': '2010-06-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1446', '漏洞名称': 'Linux Kernel KGDB _PAGE_USER测试本地权限提升漏洞', '漏洞类型': 'CWE-264', '披露时间': '2010-05-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1436', '漏洞名称': 'Linux Kernel 2.6.18 gfs2_quota结构写操作本地拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-05-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0730', '漏洞名称': 'Red Hat Enterprise Linux Desktop 5.0 Instruction Decoder Crash 拒绝服务漏洞', '漏洞类型': 'CWE-20', '披露时间': '2010-05-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1451', '漏洞名称': 'linux_kernel 缓冲区溢出漏洞', '漏洞类型': 'CWE-787', '披露时间': '2010-05-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1437', '漏洞名称': 'Linux Kernel 2.6.34 - &#39;find_keyring_by_name()&#39; 本地内存损坏漏洞', '漏洞类型': 'CWE-362', '披露时间': '2010-05-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1173', '漏洞名称': 'Linux Kernel 2.6.16.9 sctp_process_unk_param 拒绝服务漏洞', '漏洞类型': 'CWE-20', '披露时间': '2010-05-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1488', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-04-21', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1162', '漏洞名称': 'linux_kernel 未指明漏洞', '漏洞类型': '未定义', '披露时间': '2010-04-21', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1146', '漏洞名称': '(Linux Kernel 2.6.34-rc3) ReiserFS (RedHat / Ubuntu 9.10) - &#39;xattr&#39; Privilege Escalation', '漏洞类型': 'CWE-264', '披露时间': '2010-04-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0741', '漏洞名称': 'Linux Kernel 2.6.16.59 virtio_net_bad_features 拒绝服务漏洞', '漏洞类型': 'CWE-20', '披露时间': '2010-04-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1148', '漏洞名称': 'Linux Kernel cifs_create()函数空指针引用漏洞', '漏洞类型': 'CWE-476', '披露时间': '2010-04-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1087', '漏洞名称': 'Linux Kernel 2.6.28.2 nfs_wait_on_request 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2010-04-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1086', '漏洞名称': 'Linux Kernel 2.6.28.2 拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-04-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1085', '漏洞名称': 'Linux Kernel 2.6.28.2 hda_intel.c azx_position_ok 拒绝服务漏洞', '漏洞类型': 'CWE-189', '披露时间': '2010-04-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1084', '漏洞名称': 'linux_kernel 内存破坏拒绝服务漏洞', '漏洞类型': 'CWE-119', '披露时间': '2010-04-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1083', '漏洞名称': 'Linux Kernel 2.6.x USB接口本地信息泄露漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-04-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1031', '漏洞名称': 'insight_control_suite_for_linux 权限提升未指明漏洞', '漏洞类型': '未定义', '披露时间': '2010-04-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1188', '漏洞名称': 'Linux Kernel 2.6.2 Use-After-Free 拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-04-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-1187', '漏洞名称': 'Linux Kernel TIPC功能空指针引用漏洞', '漏洞类型': 'CWE-476', '披露时间': '2010-04-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0437', '漏洞名称': 'Linux Kernel 2.6.16.59 ip6_dst_lookup_tail 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2010-03-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0008', '漏洞名称': 'Linux Kernel 2.6.16.59 sctp_rcv_ootb 拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-03-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4271', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2010-03-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0729', '漏洞名称': 'Red Hat Enterprise Linux ptrace()函数本地权限提升漏洞', '漏洞类型': 'CWE-264', '披露时间': '2010-03-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0727', '漏洞名称': 'Linux Kernel &lt;=2.6.34-rc1-next-20100312 gfs_lock函数本地拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-03-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2007-6733', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-03-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0419', '漏洞名称': 'Linux Kernel KVM 拒绝服务漏洞', '漏洞类型': 'CWE-264', '披露时间': '2010-03-06', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0788', '漏洞名称': 'Linux ncpfs - Local Exploit', '漏洞类型': 'CWE-59', '披露时间': '2010-03-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2005-4886', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-189', '披露时间': '2010-02-27', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0410', '漏洞名称': 'Linux Kernel ‘drivers/connector/connector.c’本地拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-02-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0415', '漏洞名称': 'Linux Kernel 2.6.18 - &#39;move_pages()&#39; 信息泄露', '漏洞类型': '未定义', '披露时间': '2010-02-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0307', '漏洞名称': 'Linux Kernel 2.6.x (x64) - Personality Handling本地拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2010-02-18', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-3301', '漏洞名称': 'ubuntu_linux 拒绝服务代码执行漏洞', '漏洞类型': 'CWE-189', '披露时间': '2010-02-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0623', '漏洞名称': 'Linux Kernel &lt;=2.6.33-rc7 &#39;kernel/futex.c&#39; wake_futex_pi 函数输入验证漏洞', '漏洞类型': '未定义', '披露时间': '2010-02-16', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0622', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2010-02-16', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0291', '漏洞名称': 'Linux kernel &lt;2.6.32.4 mmap和mremap程序权限许可漏洞', '漏洞类型': 'CWE-264', '披露时间': '2010-02-16', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0309', '漏洞名称': 'Linux Kernel i8254.c pit_ioport_read 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2010-02-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0306', '漏洞名称': 'Linux Kernel KVM 拒绝服务漏洞', '漏洞类型': 'CWE-264', '披露时间': '2010-02-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0298', '漏洞名称': 'Linux Kernel 拒绝服务漏洞', '漏洞类型': 'CWE-264', '披露时间': '2010-02-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4272', '漏洞名称': 'Red Hat Enterprise Linux up to 4 Deadlock 拒绝服务漏洞', '漏洞类型': 'CWE-20', '披露时间': '2010-01-28', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0003', '漏洞名称': 'linux_kernel,kernel 拒绝服务漏洞', '漏洞类型': 'CWE-200', '披露时间': '2010-01-27', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0230', '漏洞名称': 'suse_linux,opensuse 安全绕过漏洞', '漏洞类型': 'CWE-264', '披露时间': '2010-01-23', '漏洞状态': 'CVE'}
{'id': 'AVD-2010-0007', '漏洞名称': 'linux_kernel 安全绕过漏洞', '漏洞类型': 'CWE-264', '披露时间': '2010-01-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4141', '漏洞名称': 'Linux Kernel &lt; 2.6.28 - &#39;fasync_helper()&#39; 权限提升漏洞', '漏洞类型': 'CWE-399', '披露时间': '2010-01-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4410', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2009-12-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4138', '漏洞名称': 'Linux Kernel &lt;2.6.32-git9 &#39;drivers/firewire/ohci.c&#39; 空指针引用拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2009-12-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4308', '漏洞名称': 'Linux Kernel 2.6.28.2 ext4_decode_error 拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2009-12-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4307', '漏洞名称': 'Linux Kernel 2.6.28.2 ext4_fill_flex_info 拒绝服务漏洞', '漏洞类型': 'CWE-189', '披露时间': '2009-12-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4306', '漏洞名称': 'Linux kernel &lt;=2.6.32-git6 拒绝服务未指明漏洞', '漏洞类型': '未定义', '披露时间': '2009-12-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4131', '漏洞名称': 'Linux Kernel 2.6.x - Ext4 &#39;move extents&#39; ioctl 权限提升漏洞', '漏洞类型': 'CWE-264', '披露时间': '2009-12-13', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-1298', '漏洞名称': 'Linux Kernel 2.6.28.2 ip_frag_reasm 拒绝服务漏洞', '漏洞类型': 'CWE-119', '披露时间': '2009-12-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4020', '漏洞名称': 'linux_kernel 缓冲区溢出未指明漏洞', '漏洞类型': 'CWE-119', '披露时间': '2009-12-05', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4027', '漏洞名称': 'Linux Kernel 2.6.28.2 拒绝服务漏洞', '漏洞类型': 'CWE-362', '披露时间': '2009-12-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4026', '漏洞名称': 'Linux Kernel 2.6.28.2 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2009-12-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4031', '漏洞名称': 'Linux Kernel 2.6.28.2 do_insn_fetch 拒绝服务漏洞', '漏洞类型': 'CWE-20', '披露时间': '2009-11-30', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4021', '漏洞名称': 'Linux kernel &lt;2.6.32-rc7 fuse模块拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2009-11-26', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-3080', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': 'CWE-129', '披露时间': '2009-11-21', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4005', '漏洞名称': 'linux_kernel 未指明漏洞', '漏洞类型': 'CWE-119', '披露时间': '2009-11-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-4004', '漏洞名称': 'linux_kernel,kernel 缓冲区溢出内存破坏拒绝服务漏洞', '漏洞类型': 'CWE-119', '披露时间': '2009-11-20', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-3888', '漏洞名称': 'Linux Kernel 2.6.x - &#39;fput()&#39; Null Pointer Dereference 本地拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2009-11-17', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-3726', '漏洞名称': 'Linux Kernel 2.6.16.9 nfs4_proc_lock 拒绝服务漏洞', '漏洞类型': 'CWE-399', '披露时间': '2009-11-10', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-3725', '漏洞名称': 'linux_kernel,kernel 安全绕过漏洞', '漏洞类型': 'CWE-264', '披露时间': '2009-11-07', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-3547', '漏洞名称': 'Linux Kernel 2.6.32 - &#39;pipe.c&#39; 权限提升(4)', '漏洞类型': 'CWE-362', '披露时间': '2009-11-05', '漏洞状态': 'CVE'}
{'id': 'AVD-2009-3624', '漏洞名称': 'linux kernel &lt;=2.6.32-rc5 KEYS子系统密钥环本地拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '2009-11-03', '漏洞状态': 'CVE'}
